Model ID,Type,Base Model
Entj/rec_model_elec_2.5M,,
optimizerai/vocos,,
Pengwin30/whisper-small-hi,,
LimitBreakUltra/starlit-lora,,
freederyan/v1,finetune,Qwen/Qwen2.5-32B-Instruct
albertusgeyser/whisper-small-finetuned,adapter,openai/whisper-small
datphamvn/bge-m3-ft-1k,,
albertusgeyser/whisper-medium-finetuned,adapter,openai/whisper-medium
gglabs/Mistral-Nemo-1119-v1.1.2-3-epoch,quantized,unsloth/Mistral-Nemo-Instruct-2407-bnb-4bit
gglabs/Mistral-Nemo-1119-v1.1.3-3-epoch,quantized,unsloth/Mistral-Nemo-Instruct-2407-bnb-4bit
Pearush/phimoe_15_hid92,,
Pearush/phimoe_18_hid92,,
Pearush/phimoe_20_hid92,,
sisconsavior/solar24,,
Anas099/GumAI,finetune,Qwen/Qwen2.5-Coder-0.5B
gglabs/Mistral-Nemo-1119-v1.1.3-6-epoch,quantized,unsloth/Mistral-Nemo-Instruct-2407-bnb-4bit
Pearush/phimoe_15_hid87,,
Pearush/phimoe_18_hid87,,
gglabs/Mistral-Nemo-1119-v1.1.4-3-epoch,quantized,unsloth/Mistral-Nemo-Instruct-2407-bnb-4bit
Anas099/GumAI-Merged-Q4_K_M-GGUF,quantized,Anas099/GumAI-Merged
gglabs/Mistral-Nemo-1119-v1.1.4-6-epoch,quantized,unsloth/Mistral-Nemo-Instruct-2407-bnb-4bit
optimizerai/audiobox,,
zpbrent/keras_poc_new,,
chy2207/robot_care_8b_ver3,quantized,unsloth/Meta-Llama-3.1-8B-Instruct-bnb-4bit
withpi/glean_full_1b_11-14,finetune,unsloth/Llama-3.2-1B-Instruct
Ericu950/qwen2-7b-instruct-amazon-description,,
v1v1d/vivid_base,,
acezxn/SOC_Task_Generation_Base,finetune,unsloth/Llama-3.2-3B-Instruct-unsloth-bnb-4bit
IlyaGusev/saiga_nemo_sft_m10_d18,,
ProdeusUnity/Midnight-Miqu-70B-v1.5-Safetensorsfix,merge,"migtissera/Tess-70B-v1.6, sophosympatheia/Midnight-Miqu-70B-v1.0"
MJ92/jais-adapted-7b-chat_finetuned_500,,
gglabs/Mistral-Nemo-1130-v1.1.5-3-epoch,quantized,unsloth/Mistral-Nemo-Instruct-2407-bnb-4bit
ibrahimkettaneh/Hammer2.0-0.5b-4.5bpw-h8-exl2,finetune,Qwen/Qwen2.5-0.5B-Instruct
IlyaGusev/saiga_nemo_12b_sft_m10_d18_simpo_m23_d38,,
Alertpix/new_audio_model,,
gglabs/Mistral-Nemo-1130-v1.1.6-6-epoch,quantized,unsloth/Mistral-Nemo-Instruct-2407-bnb-4bit
gglabs/Mistral-Nemo-1130-v1.1.6-12-epoch,quantized,unsloth/Mistral-Nemo-Instruct-2407-bnb-4bit
gglabs/Mistral-Nemo-1130-v1.1.6-18-epoch,quantized,unsloth/Mistral-Nemo-Instruct-2407-bnb-4bit
gglabs/Mistral-Nemo-1130-v1.1.6-24-epoch,quantized,unsloth/Mistral-Nemo-Instruct-2407-bnb-4bit
gglabs/Mistral-Nemo-1130-v1.1.6-30-epoch,quantized,unsloth/Mistral-Nemo-Instruct-2407-bnb-4bit
pramodkolekar/Marco,,
gglabs/Mistral-Nemo-1130-v1.1.6-36-epoch,quantized,unsloth/Mistral-Nemo-Instruct-2407-bnb-4bit
gglabs/Mistral-Nemo-1130-v1.1.6-42-epoch,quantized,unsloth/Mistral-Nemo-Instruct-2407-bnb-4bit
gglabs/Mistral-Nemo-1130-v1.1.6-48-epoch,quantized,unsloth/Mistral-Nemo-Instruct-2407-bnb-4bit
gglabs/Mistral-Nemo-1130-v1.1.6-54-epoch,quantized,unsloth/Mistral-Nemo-Instruct-2407-bnb-4bit
gglabs/Mistral-Nemo-1130-v1.1.6-60-epoch,quantized,unsloth/Mistral-Nemo-Instruct-2407-bnb-4bit
gglabs/Mistral-Nemo-1130-v1.1.6-66-epoch,quantized,unsloth/Mistral-Nemo-Instruct-2407-bnb-4bit
withpi/pi_input_filter,,
gglabs/Mistral-Nemo-1130-v1.1.6-72-epoch,quantized,unsloth/Mistral-Nemo-Instruct-2407-bnb-4bit
gglabs/Mistral-Nemo-1130-v1.1.6-78-epoch,quantized,unsloth/Mistral-Nemo-Instruct-2407-bnb-4bit
gglabs/Mistral-Nemo-1130-v1.1.6-84-epoch,quantized,unsloth/Mistral-Nemo-Instruct-2407-bnb-4bit
Xuehai/vid,,
pramodkolekar/llama3B_Email,,
gglabs/Mistral-Nemo-1130-v1.1.7-6-epoch,quantized,unsloth/Mistral-Nemo-Instruct-2407-bnb-4bit
skylineg35/viv-og,,
gglabs/Mistral-Nemo-1130-v1.1.7-12-epoch,quantized,unsloth/Mistral-Nemo-Instruct-2407-bnb-4bit
Baselhany/wav2vec2-finetuned-arabic-basel_t1,,
Baselhany/wav2vec2-xlsr-arabic-fine-tuning,,
gglabs/Mistral-Nemo-1130-v1.1.7-18-epoch,quantized,unsloth/Mistral-Nemo-Instruct-2407-bnb-4bit
gglabs/Mistral-Nemo-1130-v1.1.7-24-epoch,quantized,unsloth/Mistral-Nemo-Instruct-2407-bnb-4bit
Baselhany/result,finetune,elgeish/wav2vec2-large-xlsr-53-arabic
gglabs/Mistral-Nemo-1130-v1.1.7-30-epoch,quantized,unsloth/Mistral-Nemo-Instruct-2407-bnb-4bit
gglabs/Mistral-Nemo-1130-v1.1.7-36-epoch,quantized,unsloth/Mistral-Nemo-Instruct-2407-bnb-4bit
pramodkolekar/email_llama1b2,,
gglabs/Mistral-Nemo-1130-v1.1.7-42-epoch,quantized,unsloth/Mistral-Nemo-Instruct-2407-bnb-4bit
pramodkolekar/email_llama1b_v2,,
gglabs/Mistral-Nemo-1130-v1.1.7-48-epoch,quantized,unsloth/Mistral-Nemo-Instruct-2407-bnb-4bit
Baselhany/wav2vec2-large-xlsr-53-arabic-fine-tuning3,,
gglabs/Mistral-Nemo-1130-v1.1.7-54-epoch,quantized,unsloth/Mistral-Nemo-Instruct-2407-bnb-4bit
gglabs/Mistral-Nemo-1130-v1.1.7-60-epoch,quantized,unsloth/Mistral-Nemo-Instruct-2407-bnb-4bit
ngarneau/whisper-large-v2-steno,,
martintomov/wildlife-detr-v1,,
gglabs/Mistral-Nemo-1130-v1.1.7-66-epoch,quantized,unsloth/Mistral-Nemo-Instruct-2407-bnb-4bit
wowbobishere/whisper-large-v3-ft,,
Baselhany/elgeish-wav2vec2_10000_smaple,,
ngarneau/whisper-large-v2-steno-v2,,
wowbobishere/whisper-large-v3-ft-v2,,
wowbobishere/whisper-large-v3-ft-1207,,
devote2/F,,
ngarneau/whisper-large-v2-steno-v3,,
wowbobishere/whisper-large-v3-ft-1208,,
dearxoasis/llama-3-typhoon_dearx,,
C10X/FOLDER,,
AIJapanese/Moriyasu_Qwen2_JP_7B,finetune,Qwen/Qwen2-7B
wowbobishere/whisper-large-v3-ft-1209,,
lennart-finke/SimpleStories-125M,,
Ericu950/LlamaMotifs,,
dstnluong/stable-diffusion,,
withpi/glean_full_1b_11-14_4bit,quantized,withpi/glean_full_1b_11-14
lianghsun/Llama-3.2-Taiwan-3B-GGUF,quantized,lianghsun/Llama-3.2-Taiwan-3B
Bimedix-private/test,,
Vardis/openai-whisper-large-v2-multi-greek-Lora,,
C10X/lora2,,
C10X/unsloth.Q4_K_M.gguf,,
C10X/g,,
ariaattarml/Qwen2.5-32B-TensorStax-Reasoning-16bit-0.2,finetune,unsloth/Qwen2.5-32B-Instruct-bnb-4bit
amatiz/crali-lora,,
C10X/qwenlongs,,
C10X/qwenlora1,finetune,C10X/g
C10X/qwenlora2,,
neoservicios/OLMo-2-1124-13B-Instruct-GGUF,,
pramodkolekar/Marco16bit_dynamic,,
C10X/qwenlongs1-Q8_0-GGUF,quantized,C10X/qwenlongs1
Baselhany/Graduation_Project_Whisper_base_with_segments,finetune,openai/whisper-base
C10X/34d,,
withpi/glean_lora_1b_11-14_4bit,finetune,unsloth/Llama-3.2-1B-Instruct-bnb-4bit
withpi/glean_lora_1b_11-14_4bit_full,quantized,unsloth/Llama-3.2-1B-Instruct-bnb-4bit
C10X/as,,
ariaattarml/qwen2.5-32b-test-0.3-st,,
Meruem/bert_mid_finetuned,,
Meruem/results,finetune,FacebookAI/roberta-base
leepanic/ecot,,
Meruem/experiment_lr_20241214_130720,finetune,microsoft/deberta-v3-base
alexandrlukashov/gru-model-time-series,,
Meruem/experiment_lr_20241214_183914,finetune,FacebookAI/roberta-base
Meruem/experiment_lr_20241215_125242,finetune,FacebookAI/roberta-base
Meruem/experiment_lr_20241215_145438-postcrash,finetune,FacebookAI/roberta-base
Baselhany/wav2vec2-large-xlsr-53-arabic-fine-tuning-segements,,
Meruem/roberta-student-fine-tuned,finetune,FacebookAI/roberta-base
pramodkolekar/llama_vision_sign_finetune,,
pramodkolekar/qwen2-7b-instruct-amazon-description,adapter,Qwen/Qwen2-VL-7B-Instruct
LuckyOne2024/navsim_submission_v1,,
withpi/glean_merged_1b_11-14_4bit,quantized,unsloth/Llama-3.2-1B-Instruct-bnb-4bit
LuckyOne2024/submission_pkl,,
Tennr/classify_document_custom_model_d667ea0e-c41c-48aa-897d-4c7974ea07c5,,
withpi/glean_full_1b_11-14_4bit_v2,,
LuckyOne2024/navsim_test,,
pramodkolekar/Qwen2VL_Sign,,
withpi/glean_merged_quantized_1b_11-14_4bit,,
LuckyOne2024/navsim_submission_v2,,
Testinghellow/Testinghellow,,
marcelbinz/Llama-3.1-Centaur-8B,,
simanta9991/AquaSafe,,
chy2207/robot_army_new_8b,quantized,unsloth/Meta-Llama-3.1-8B-Instruct-bnb-4bit
atansor/sn15-a,,
atansor/atansor-ttt,,
scottsuk0306/bge-m3-ko-v1.1,finetune,BAAI/bge-m3
chy2207/robot_army_new_8b_ver2,quantized,unsloth/Meta-Llama-3.1-8B-Instruct-bnb-4bit
atansor/sn15-test,,
atansor/sn15-b,,
atansor/sn-15-c,,
atansor/sn-15-d,,
atansor/sn15-e,,
lakelee/video-ma2mba-3.1b-siglip,,
lakelee/video-ma2mba-1.8b-siglip,,
atansor/sn15-sn,,
atansor/sn15-sn-1,,
AdamCodd/GPTSoVITS2-anime-tts,,
Baselhany/Graduation_Project_Whisper_tiny,finetune,openai/whisper-tiny
lakelee/video-ma2mba-0.7b-siglip,,
AtharvaNijasureUMass/model_rankllama3,,
AtharvaNijasureUMass/model_rankllama2,,
Sin2pi/Echo12,,
diffusion-inc/sek,,
Baselhany/Graduation_Project_Whisper_tiny2,finetune,openai/whisper-tiny
vangard703/zephyr-2K-spa_1,,
withpi/pi_scorer_bert,,
Matessane/mt-pt-ch,,
gglabs/mistral-v1.2.4-test,,
withpi/pi_input_filter_bert,,
finnnnnnnnnnnn/mlb-v1,,
dorodorodoro/pixiv_ai,,
AtharvaNijasureUMass/RankLLaMa2_DS_2,,
AtharvaNijasureUMass/RankLLaMa2_DS_02,,
AtharvaNijasureUMass/RankLLaMa2_DS_100,,
Nitral-Archive/Nera_Noctis-r64-test_train-lora-12B,adapter,Nitral-AI/Nera_Noctis-12B
AtharvaNijasureUMass/RankLLaMa2_02,,
Tennr/classify_document_custom_model_24ee283a-3146-4da1-88e9-b36f0282990e,,
AtharvaNijasureUMass/testing_ds,,
axera/whisper,,
Aykhan/llava-v1.6-mistral-7b-finetuned,,
AtharvaNijasureUMass/RankLLaMa2_nds_10,,
Tennr/classify_document_custom_model_3ba9a6e3-cfb9-4103-a733-bdd5c3e356a0,,
finnnnnnnnnnnn/mlb-v1.1,,
pittip69/download_from,,
AtharvaNijasureUMass/testing_ds_pythia_20,,
AtharvaNijasureUMass/testing_ds_pythia_002,,
AtharvaNijasureUMass/testing_ds_llama3_20,,
AtharvaNijasureUMass/testing_ds_llama3_001,,
zomboy007/flux-scarlettsins-10epochs-832x1216dataset,adapter,black-forest-labs/FLUX.1-dev
stmacdonell/InternVL2_5-38B-MPO-AWQ,quantized,OpenGVLab/InternVL2_5-38B-MPO
husamettyn/segformer-b0-finetuned-foodseg103,,
AtharvaNijasureUMass/RankLLaMa2_test,,
finnnnnnnnnnnn/mlb-v1.2,,
srunq/config,,
AtharvaNijasureUMass/testing_no_train_ds,,
mesolitica/Llama-3.2-3B-Malaysian-Reasoning,,
duyphu/f2bcc971-d602-4c4e-a80d-b653b255de2b,adapter,Qwen/Qwen2.5-7B-Instruct
pittip69/nene_massed_2,,
mesolitica/Llama-3.2-1B-Malaysian-Reasoning,,
withpi/glean_lora_1b_01-04,finetune,unsloth/Llama-3.2-1B-Instruct
withpi/glean_merged_1b_01-04,finetune,unsloth/Llama-3.2-1B-Instruct
Alirahmani00400/Ali,,
withpi/glean_dimension_scoring_deberta-v3-small_01-04,,
klaabu/Lora_test,,
AtharvaNijasureUMass/RankPythia_DS_01,,
AtharvaNijasureUMass/RankPythia_A_01,,
Aykhan/flux-realism-lora,adapter,black-forest-labs/FLUX.1-dev
LLMDH/350m_ocr,,
duyphu/098d9dda-d25d-4786-8316-6ddf00fbc620,adapter,Qwen/Qwen2.5-3B
AtharvaNijasureUMass/RankPythia_A_001,,
Moises08/underwater-xl,adapter,stabilityai/stable-diffusion-xl-base-1.0
Moises08/air-bubbles-v01,adapter,stabilityai/stable-diffusion-xl-base-1.0
AtharvaNijasureUMass/RankLLaMa2_DS_001,,
AtharvaNijasureUMass/RankLLaMa3_DS_0_20,,
eladm/checkpoint_dir_032036,finetune,Qwen/Qwen2.5-14B-Instruct
AtharvaNijasureUMass/RankLLaMa3_DS_0_25,,
lfhe/task-1-Qwen-Qwen1.5-0.5B,adapter,Qwen/Qwen1.5-0.5B
AtharvaNijasureUMass/RankPythia_DS_0_25,,
dearxoasis/llama-3-typhoon2_dearx,quantized,scb10x/llama3.2-typhoon2-3b-instruct
Moises08/AirBubblesV2,,
AtharvaNijasureUMass/RankLLaMa2_DS_0_25,,
withpi/glean_lora_1b_01-07,finetune,unsloth/Llama-3.2-1B-Instruct
withpi/glean_merged_1b_01-07,finetune,unsloth/Llama-3.2-1B-Instruct
AtharvaNijasureUMass/RankLLaMa3_DS_0_100,,
AtharvaNijasureUMass/RankPythia_DS_0_100,,
atansor/deval-testest,,
AtharvaNijasureUMass/RankLLaMa2_DS_0_100,,
RazzzHF/public,,
Hirai-Labs/YOLO,,
turquoiseturtle/MindBenders,finetune,meta-llama/Llama-3.2-3B-Instruct
Hopepi/Pop,,
withpi/glean_lora_1b_01-09,finetune,unsloth/Llama-3.2-1B-Instruct
withpi/glean_merged_1b_01-09,finetune,unsloth/Llama-3.2-1B-Instruct
duyphu/26985bed-fd6d-a967-6487-5ee13bd8f4c3,adapter,Qwen/Qwen2.5-7B-Instruct
AtharvaNijasureUMass/testing_ds_only_marco_llama2,,
Aluba/Win1,,
Aluba/Win2,,
Aluba/Win3,,
Aluba/Victory1,,
Aluba/Victory2,,
Aluba/Victory3,,
Aluba/Aluba_101,,
Aluba/Aluba_101_1,,
duyphu/302b9104-6c5c-8257-1519-8c7c91f81329,adapter,Qwen/Qwen2.5-7B
Aluba/CocaCola_1,,
Aluba/CocaCola_2,,
Aluba/CocaCola_3,,
Aluba/CocaCola_4,,
Aluba/CocaCola_5,,
Aluba/Pepsi_1,,
Aluba/Pepsi_2,,
Aluba/Pepsi_3,,
Aluba/Pepsi_4,,
Aluba/Pepsi_5,,
schonsense/Flamlama_70B_della,merge,"schonsense/Llama-3.3-70B-Inst-Ablit-Flammades-SLERP, Blackroot/Mirai-3.0-70B, flammenai/Llama3.1-Flammades-70B, Sao10K/L3.3-70B-Euryale-v2.3, TsinghuaC3I/Llama-3-70B-UltraMedical"
schonsense/Jotun_flam,merge,"schonsense/flam-kit, schonsense/Llama-3.3-70B-Inst-Ablit-Flammades-SLERP"
Aluba/Heineken,,
Aluba/Heineken_1,,
Aluba/Heineken_2,,
Aluba/Heineken_3,,
Aluba/Chicken_2,,
darysani/cat-vs-dog-vs-other-model,,
mor40/phi-4-Q8_0-GGUF,quantized,microsoft/phi-4
haidarazmi/haidar-trial-sdxl-lora,,
jdchang/reinforce-sft-ba227,,
jdchang/reinforce-sft-ba454,,
jdchang/reinforce-sft-ba681,,
jdchang/reinforce-sft-ba908,,
jdchang/same-step-sft-ba1110,,
jdchang/same-step-sft-ba222,,
jdchang/same-step-sft-ba444,,
jdchang/same-step-sft-ba666,,
jdchang/same-step-sft-ba888,,
jdchang/reinforce-llama31-ba227,,
jdchang/same-step-llama31-ba1110,,
jdchang/same-step-llama31-ba222,,
jdchang/same-step-llama31-ba444,,
jdchang/same-step-llama31-ba666,,
jdchang/same-step-llama31-ba888,,
Baselhany/fine_tune_Whisper_tiny,,
Sim4Rec/inter-play-sim-assistant-test,finetune,meta-llama/Llama-3.1-8B
klaabu/RealismPony,,
AtharvaNijasureUMass/checkpoint_experiment_llama2,,
memonshams04/Image-captioning-google-Vit-gpt2,,
PetaniHandal/distilgpt2-finetuned-wikiindo,,
duyphu/db533640-b162-409d-a178-31bda60e0dd9,adapter,Qwen/Qwen2.5-3B
AImused/omegVOVOVoo15,,
AtharvaNijasureUMass/checkpoint_experiment_pythia,,
Jovie/18012025_1,adapter,black-forest-labs/FLUX.1-dev
AtharvaNijasureUMass/checkpoint_experiment_llama3,,
fmty/250119-datev-shooting-lora-flux-schnell-full-scene-1-simple-v5,,
fmty/250119-datev-shooting-lora-flux-schnell-full-scene-1-simple-v6,,
AtharvaNijasureUMass/finegrained_checkpoint_experiment_pythia,,
AtharvaNijasureUMass/finegrained_checkpoint_experiment_llama3,,
RefractBroadCast/IA_Profiler_Model_V1,finetune,deepseek-ai/DeepSeek-V3-0324
myScribe/Augustiner_base_460,,
AtharvaNijasureUMass/finegrained_checkpoint_experiment_pythia_r8,,
withpi/glean_lora_1b_01-21,finetune,unsloth/Llama-3.2-1B-Instruct
duyphu/fc8fec77-e0be-4e5e-91f1-9f5e2fd34e92,adapter,Qwen/Qwen2.5-3B
eloico91/miniaturaseloy,,
atansor/phi_01211,,
paultimothymooney/DeepSeek-R1-Distill-Qwen-1.5B-Q8_0-GGUF,quantized,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B
AtharvaNijasureUMass/finegrained_checkpoint_experiment_rankmistral,,
AtharvaNijasureUMass/finegrained_checkpoint_experiment_rankmistral_r8,,
kayte0342/kayte_flux,,
multiplexor/Sto-vo-kor-12B-Q6_K-GGUF,quantized,ToastyPigeon/Sto-vo-kor-12B
AtharvaNijasureUMass/checkpoint_experiment_rankllama3_r8,,
pramodkolekar/signature-detection-model,,
duyphu/63f1a9f4-1198-417c-bbe6-6867e210ed88,adapter,Qwen/Qwen2.5-3B
myScribe/AUGUSTINER_320,,
withpi/glean_lora_3b_01-22,finetune,unsloth/Llama-3.2-3B-Instruct
AtharvaNijasureUMass/finegrained_checkpoint_experiment_llama3_r1,,
Anuars/new_lora,,
ProdeusUnity/Dazzling-Star-Aurora-70b-v0.0-Experimental-0123,merge,"EVA-UNIT-01/EVA-LLaMA-3.33-70B-v0.1, ArliAI/Llama-3.1-70B-ArliAI-RPMax-v1.3, unsloth/Meta-Llama-3.1-70B"
AtharvaNijasureUMass/finegrained_checkpoint_experiment_llama3_r2,,
Zzxxxxxxxx/ngc_backup_hydranext,,
rbharmal/finetuned_qwen2.5-Coder-7B-Instruct,,
AtharvaNijasureUMass/finegrained_checkpoint_experiment_llama3_r8_lora_mlp,,
withpi/glean_dimension_scoring_deberta-v3-small_01-22,,
zahidhasta/llama-3-8b-Instruct-bnb-4bit-aiaustin-demo,quantized,unsloth/llama-3-8b-Instruct-bnb-4bit
AtharvaNijasureUMass/finegrained_checkpoint_experiment_llama3_r32_lora_mlp,,
acezxn/SOC_Activity_Generation_Base,finetune,unsloth/Llama-3.2-3B-Instruct-unsloth-bnb-4bit
serialexperimentsleon/aloha_sim_transfer_cube_scripted,,
serialexperimentsleon/train_aloha_sim_transfer_cube_human,,
Aykhan/sdxl-model-fine-tuned,,
Aykhan/sdxl-fine-tuned-v1,finetune,stabilityai/stable-diffusion-xl-base-1.0
serialexperimentsleon/train_diffusion_pusht_keypoints,,
AtharvaNijasureUMass/finegrained_checkpoint_experiment_llama3_r32_lora_mha,,
AtharvaNijasureUMass/finegrained_checkpoint_experiment_llama3_r8_lora_mlp_0,,
AtharvaNijasureUMass/finegrained_checkpoint_experiment_llama3_r8_lora_mha_0,,
AtharvaNijasureUMass/finegrained_checkpoint_experiment_llama3_r8_full_lora_0,,
AtharvaNijasureUMass/finegrained_checkpoint_experiment_llama3_r32_lora_mlp_0,,
AtharvaNijasureUMass/finegrained_checkpoint_experiment_llama3_r32_lora_mha_0,,
AtharvaNijasureUMass/finegrained_checkpoint_experiment_llama3_r32_full_lora_0,,
AtharvaNijasureUMass/finegrained_checkpoint_experiment_rankmistral_r8_mlp_only,,
yasiz/distill_corrupt_afhqv2_sigma_0.2,,
yasiz/vision_data,,
tercumantanumut/DistilledFluxMix,,
multiplexor/mergekit-model_stock-czbocwb-Q4_K_M-GGUF,quantized,mergekit-community/mergekit-model_stock-czbocwb
AtharvaNijasureUMass/finegrained_checkpoint_experiment_rankpythia_r8_mlp_only,,
AtharvaNijasureUMass/finegrained_checkpoint_experiment_llama3_r8_lora_mlp_0_checkpoint,,
AtharvaNijasureUMass/finegrained_checkpoint_experiment_llama3_r8_lora_mha_0_checkpoint,,
AtharvaNijasureUMass/finegrained_checkpoint_experiment_llama3_r8_full_lora_0_checkpoint,,
AtharvaNijasureUMass/finegrained_checkpoint_experiment_llama3_r32_lora_mlp_0_checkpoint,,
AtharvaNijasureUMass/finegrained_checkpoint_experiment_llama3_r32_lora_mha_0_checkpoint,,
AtharvaNijasureUMass/finegrained_checkpoint_experiment_llama3_r32_full_lora_0_checkpoint,,
AtharvaNijasureUMass/finegrained_checkpoint_experiment_rankmistral_r8_lora_mlp_0_checkpoint,,
AtharvaNijasureUMass/finegrained_checkpoint_experiment_rankpythia_r8_lora_mlp_0_checkpoint,,
serialexperimentsleon/train_aloha_sim_transfer_cube_human_200k,,
utucuro/Wayfarer_Eris_Noctis-Mistralified-12B-Q6_K-GGUF,quantized,Nitral-Archive/Wayfarer_Eris_Noctis-Mistralified-12B
withpi/query_fanout_lora_8b_01_30,finetune,meta-llama/Llama-3.1-8B-Instruct
linkmarine007/apu-v5,adapter,black-forest-labs/FLUX.1-dev
withpi/query_fanout_lora_3b_01_30,finetune,unsloth/Llama-3.2-3B-Instruct
ritpop/public-models-backup,,
twodgirl/lumina-image-2.0-bf16-diffusers,,
mycobs/lora,,
VoraAgency/maddybody-lacyface,,
Racimrl/ImishaKaaw_v1,,
mycobs/nsfw,,
pramodkolekar/eng_hi_qwen_gguf,,
khangnghiem/dogornot,,
stmacdonell/InternVL2_5-78B-MPO-AWQ,quantized,OpenGVLab/InternVL2_5-78B-MPO
pramodkolekar/eng_hi_qwen2.5_0.5b_lora,,
pramodkolekar/scripting_qwen_eng_hindi,,
pramodkolekar/scripting_qwen_eng_hindi_full,,
Aykhan/stable-diffusion-2-fine-tune,,
denocris/num_of_words_na5e2-ns1e4_llama3-8b-8192_log_T2.0.json,,
denocris/num_of_diff_words_na5e2-ns1e4_llama3-8b-8192_log_T2.0.json,,
denocris/num_of_words_na5e2-ns1e4_gemma2-9b-it_log_T2.0.json,,
denocris/num_of_diff_words_na5e2-ns1e4_gemma2-9b-it_log_T2.0.json,,
abubasith86/fine_tuned_max_data,,
withpi/pi_scorer_bert_v2,,
ali-issa/qwen-text-to-sql,,
TOMFORD79/ZenZy_1,,
TOMFORD79/ZenZy_2,,
TOMFORD79/ZenZy_3,,
TOMFORD79/ZenZy_4,,
TOMFORD79/ZenZy_5,,
Kuugo/DISC-LawLLM-gguf,,
pofce/Qwen2.5-14B-Instruct_r_16,,
J-AI/Qwen_R1-PTBR,,
J-AI/Qwen_R1-PTBR-Q4_K_M-GGUF,quantized,J-AI/Qwen_R1-PTBR
abubasith86/dual_data_fine-tuning,finetune,unsloth/mistral-7b-v0.3-bnb-4bit
rbharmal/finetuned_without_any_Codestral-22B-v0.1,finetune,mistralai/Codestral-22B-v0.1
abubasith86/max_data_fine-tuned,finetune,unsloth/mistral-7b-v0.3-bnb-4bit
abubasith86/prompted_fine-tune,finetune,unsloth/mistral-7b-v0.3-bnb-4bit
alexmkv01/SmolLM2-135M-Instruct-Homepage-Summarizer,,
haoranxu/tmp_grpo_out,,
haoranxu/tmp_grpo_out2,,
pofce/Qwen2.5-14B-Instruct_r_32,,
rbharmal/finetuned_without_any_qwen2.5-Coder-7B-Instruct,,
haoranxu/tmpout,,
LadyGagaArchive/TOUR,,
haoranxu/qwen_v2_16k_grpo_v3,,
haoranxu/qwen_v2_16k_grpo_v3_ckfalse,,
xteamki/Wleowleo,,
pofce/Qwen2.5-14B-Instruct_r_64,,
pofce/best_Qwen2.5-14B-Instruct,,
withpi/query_fanout_fanoutqa_lora_8b_02_05,finetune,meta-llama/Llama-3.1-8B-Instruct
withpi/query_fanout_poggio_synthetic_lora_8b_02_05,finetune,meta-llama/Llama-3.1-8B-Instruct
withpi/query_fanout_hotpotqa_lora_8b_02_05,finetune,meta-llama/Llama-3.1-8B-Instruct
ShoAnn/cendol-mt5-xl-legalqa,,
AIDUDE0541/Fiverr,,
linl03/DeepSeek-R1-Distill-Qwen-1.5B-Math_F,,
AudiopodAI/XTTSv2-Kannada,,
Racimrl/e148294e-3958-4845-9c5c-2ec7522c3eb3,adapter,unsloth/tinyllama-chat
Pearush/deepseek_half,,
Pearush/deepseek_half_nexp,,
Pearush/deepseek_half_layer,,
Pearush/deepseek_half_nexp_topk,,
Pearush/deepseek_half_layer_2,,
Pearush/deepseek_half_nexp_topk_2,,
Pearush/deepseek_half_nexp_2,,
Pearush/deepseek_half_hidden,,
Pearush/deepseek_half_intermediate,,
Pearush/deepseek_half_head,,
Pearush/deepseek_half_intermediate_2,,
Pearush/deepseek_half_hidden_2,,
Pearush/deepseek_half_head_2,,
wowbobishere/bcm-diar1,,
wowbobishere/bcm-diar2,,
wowbobishere/bcmmf-vad,,
saemin21/Qwen2.5-1.5B-Open-R1-Distill,finetune,Qwen/Qwen2.5-1.5B-Instruct
pofce/gemma-2-27b_r_32,finetune,unsloth/gemma-2-27b-bnb-4bit
Pearush/deepseek_c3,,
Pearush/deepseek_c2,,
Metaskepsis/EliteMathstral,,
Pearush/deepseek_c1,,
Pearush/deepseek_c6,,
Pearush/deepseek_c7,,
Pearush/deepseek_c4,,
pofce/gemma-2-27b_r_16,finetune,unsloth/gemma-2-27b-bnb-4bit
pofce/gemma-2-27b_r_64,finetune,unsloth/gemma-2-27b-bnb-4bit
memonshams04/my-trained-model-vision-text-captioning-vit-gpt-Model,,
wowbobishere/test-wavlm-classify,,
ariaattarml/TensorStax-0.5B-S0-test-0.1,,
DoppelReflEx/MN-12B-FoxFrame2-test-Q6_K-GGUF,quantized,DoppelReflEx/MN-12B-FoxFrame2-test
pofce/gemma-2-27b-it_r_64,finetune,unsloth/gemma-2-27b-it-bnb-4bit
pofce/gemma-2-27b-it_r_32,finetune,unsloth/gemma-2-27b-it-bnb-4bit
pofce/gemma-2-27b-it_r_16,finetune,unsloth/gemma-2-27b-it-bnb-4bit
pofce/gemma-2-27b-it_Best,finetune,unsloth/gemma-2-27b-it-bnb-4bit
DoppelReflEx/MN-12B-FoxFrame3-test-Q6_K-GGUF,quantized,DoppelReflEx/MN-12B-FoxFrame3-test
DoppelReflEx/MN-12B-FoxFrame4-test-Q6_K-GGUF,quantized,DoppelReflEx/MN-12B-FoxFrame4-test
denocris/success_na2e2-ns3e3_llama3-8b-8192_log_T1.0.csv,,
denocris/num_of_words_na2e2-ns3e3_llama3-8b-8192_log_T1.0.json,,
denocris/num_of_diff_words_na2e2-ns3e3_llama3-8b-8192_log_T1.0.json,,
